,title,description,release_year,runtime,genres,production_countries,imdb_score
620,Peter Rabbit 2: The Runaway,peter rabbit run away human famili learn go portray bad light book soon cross path older rabbit rope heist,2021,93,"['fantasy', 'action', 'family', 'comedy', 'animation', 'crime', 'drama']","['AU', 'US']",6.2
621,Joel Kim Booster: Psychosexual,joel kim booster first netflix comedi special talk cultur nuanc asian get older much,2022,67,"['comedy', 'documentation']",[],5.5
622,Beast,former raw offic among hostag mall taken terrorist foil plan prevent govern releas dread terrorist help put prison great person cost,2022,162,"['thriller', 'action', 'comedy', 'crime']",['IN'],5.2
623,The Last Letter From Your Lover,young journalist london becom obsess seri letter discov recount intens starcross love affair ,2021,109,"['drama', 'romance']","['GB', 'CA']",6.6
624,Final Account,depict last live generat german particip adolf hitler third reich,2021,94,['documentation'],"['GB', 'US']",7.1
625,Things Heard & Seen,catherin clare reluct trade life  manhattan remot home tini hamlet chosen new york husband georg land job teach art histori small hudson valley colleg even best transform old dairi farm place young daughter franni happi catherin increas find isol alon soon come sens sinist dark lurk wall ramshackl property—and marriag georg,2021,121,"['horror', 'drama', 'thriller']",['US'],5.3
626,Vivo,musiclov kinkajou name vivo embark journey lifetim fulfil destini deliv love song old friend,2021,103,"['family', 'comedy', 'animation', 'drama']",['US'],6.7
627,My Little Pony: A New Generation,equestria divid brightey hero believ earth poni pegasi unicorn pal — hoof heart she determin prove,2021,91,"['music', 'action', 'animation', 'family', 'fantasy', 'comedy', 'drama', 'scifi']","['IE', 'US', 'CA']",6.8
628,Fistful of Vengeance,reveng mission becom fight save world ancient threat superpow assassin kai track killer bangkok,2022,94,"['fantasy', 'action', 'crime', 'drama']",['US'],4.4
629,Restless,go extrem cover accid corrupt cop life spiral control start receiv threat mysteri wit,2022,95,"['thriller', 'action', 'crime']","['BE', 'FR']",5.8
630,Blood Red Sky,woman mysteri ill forc action group terrorist attempt hijack transatlant overnight flight,2021,121,"['thriller', 'action', 'fantasy', 'horror']","['GB', 'DE']",6.1
631,Fear Street: 1666, coloni town grip hyster witchhunt dead consequ centuri come teenag  final put end town curs late,2021,114,"['thriller', 'horror']",['US'],
632,The Witcher: Nightmare of the Wolf,escap poverti becom witcher vesemir slay monster coin glori new menac rise must face demon past,2021,83,"['action', 'drama', 'fantasy', 'scifi', 'animation']","['US', 'PL', 'KR']",7.2
633,Gangubai Kathiawadi,dupe sold brothel young woman fearless reclaim power use underworld connect presid world pawn,2022,157,"['crime', 'drama']",['IN'],7.0
634,Godse,vyshali assist superintend polic forc task deal unknown kidnapp gods hold highprofil person hostag kidnap demand want achiev,2022,142,"['action', 'thriller']",['IN'],8.2
635,Malcolm & Marie,filmmak girlfriend return home movi premier smolder tension pain revel push toward romant reckon,2021,106,"['romance', 'drama']",['US'],6.6
636,Brazen,mysteri writer grace miller killer instinct come motiv  shell need everi bit expertis help solv sister murder,2022,94,"['thriller', 'romance', 'crime', 'drama']",['US'],4.1
637,Space Sweepers,crew space junk collector ship call victori discov humanoid robot name dorothi that known weapon mass destruct get involv riski busi deal put live stake,2021,136,"['scifi', 'drama', 'fantasy', 'action']",['KR'],6.5
638,The Lovebirds,coupl experi defin moment relationship unintent embroil murder mysteri journey clear name take one extrem – hilari  circumst next must figur relationship surviv night,2021,87,"['romance', 'comedy', 'action', 'thriller', 'crime']",['US'],6.0
639,Trust No One: The Hunt for the Crypto King,young founder collaps cryptocurr exchang die unexpect irat investor suspect there death meet eye,2022,90,"['documentation', 'crime']",['GB'],6.3
640,Borrego,young botanist reloc small desert town studi invas plant speci research come aid down plane find taken captiv inexperienc drug mule forc lead trek across swelter desert drop local sheriff drawn hunt rebelli daughter set find miss botanist pursu local drug receiv,2022,102,"['crime', 'thriller']",['US'],5.7
641,Intrusion,woman move small town husband rattl target home invas,2021,92,"['thriller', 'drama']",['US'],5.2
642,Count Me In,exhilar celebr art rock drum featur best drummer ever grace drumkit viewer taken uplift journey icon music ever creat focus women men stick passion cultur aweinspir energi,2021,81,"['documentation', 'music']",[],6.8
643,Nightbooks,alex boy obsess scari stori imprison evil young witch contemporari new york citi apart,2021,103,"['family', 'fantasy', 'horror']","['CA', 'US']",5.7
644,Through My Window,raquel longtim crush nextdoor neighbor turn someth start develop feel despit famili object,2022,116,"['drama', 'romance', 'comedy']",['ES'],5.4
645,My Wonderful Life,middleag joanna tri tireless reconcil mother daughter grandmoth wife lover housewif highschool teacher seem lose patienc,2021,99,"['romance', 'comedy', 'drama']",['PL'],5.8
646,Taylor Tomlinson: Look at You,breakup therapi bang taylor gone stuff sinc quarterlif crisi spin mental health journey insight comedi,2022,60,"['comedy', 'documentation']",[],7.3
647,The Takedown,plot unknown sequel side track ,2022,119,"['action', 'comedy', 'crime', 'drama']",['FR'],5.7
648,The Summit of the Gods,photojournalist obsess quest truth first expedit mt everest lead search esteem climber went miss,2021,95,"['animation', 'thriller', 'drama', 'sport', 'history']","['LU', 'FR']",7.5
649,Love Hard,la girl unlucki love fall east coast guy date app decid surpris holiday discov shes catfish lightheart romant comedi chronicl attempt reel love,2021,104,"['romance', 'comedy']",['US'],6.3
650,Pete Davidson Presents: The Best Friends,pete davidson joke rumor free plane ride weird year invit friend onstag night standup comedi music,2022,58,"['comedy', 'documentation']",['US'],4.7
651,The Pirates: The Last Royal Treasure,gutsi crew joseon pirat bandit battl stormi water puzzl clue milit rival search royal gold lost sea,2022,126,"['action', 'comedy', 'history']",['KR'],6.0
652,Beckett,american tourist greec find run tragic accid plung polit conspiraci make target assassin,2021,109,"['crime', 'thriller', 'action', 'drama']","['IT', 'BR']",5.6
653,Jim Gaffigan: Comedy Monster,comedi icon jim gaffigan offer thought hot mess  well take march band billionair space,2021,70,['comedy'],[],6.8
654,The Block Island Sound,what control town block island there forc lurk coast wildlif peopl behav strang,2021,98,"['scifi', 'horror', 'thriller']",['US'],5.3
655,Night Teeth,colleg student moonlight chauffeur pick two mysteri women night partyhop across la uncov bloodthirsti intent  danger shadowi underworld  must fight stay aliv,2021,107,"['crime', 'drama', 'fantasy', 'horror', 'thriller', 'comedy', 'action']","['GB', 'US']",5.6
656,David A. Arnold: It Ain't for the Weak,perform cleveland hometown david arnold joke marit spat entitl kid share behindthescen look famili,2022,78,['comedy'],['US'],
657,Cosmic Sin,year  four centuri human start colon outer planet retir general jame ford get call back servic hostil alien fleet attack soldier remot planet threat mankind soon escal interstellar war ford team elit soldier tri stop immin attack late,2021,88,"['action', 'scifi']",['US'],2.5
658,Cyber Hell: Exposing an Internet Horror,anonym exploit network onlin chat room ran rampant sex crime hunt take oper requir gut tenac,2022,105,"['documentation', 'crime']",['KR'],6.5
659,America: The Motion Picture,chainsawwield georg washington team beerlov bro sam adam take brit tongueincheek riff american revolut,2021,98,"['action', 'animation', 'war', 'comedy', 'fantasy', 'history', 'scifi']",['US'],5.6
660,Like A Rolling Stone: The Life & Times of Ben Fong-Torres,suzann joe kai intim documentari show us roll stone writer editor defin cultur zeitgeist ’ ’,2021,102,['documentation'],['US'],7.3
661,SAS: Red Notice,small armi well train crimin led grace lewi hijack train deep beneath english channel,2021,124,"['thriller', 'action', 'drama']","['GB', 'HU', 'NL', 'CH']",5.2
662,Tyler Perry's A Madea Homecoming,madea back  halleluj shes put nonsens famili drama erupt greatgrandson colleg graduat celebr,2022,105,"['comedy', 'drama', 'romance']",['US'],5.6
663,The God Committee,organ transplant committe one hour decid three patient deserv lifesav heart seven year later committe member struggl consequ fate decis,2021,98,"['drama', 'thriller']",['US'],5.8
664,Thunder Force,world supervillain commonplac two estrang childhood best friend reunit one devis treatment give power protect citi,2021,107,"['scifi', 'comedy', 'fantasy', 'action']",['US'],4.4
665,Dangerous Liaisons,book smart célène fall bad boy tristan new biarritz high school unawar shes part cruel bet hes made social media queen vanessa,2022,109,"['romance', 'drama']",['FR'],3.9
666,Awake,sudden global event wipe electron take away humankind abil sleep chao quick begin consum world jill exsoldi troubl past may hold key cure form daughter question jill safe deliv daughter save world lose mind,2021,96,"['drama', 'scifi', 'thriller', 'action']",['US'],4.9
667,Amy Schumer Presents: Parental Advisory,ami schumer welcom favorit comedian stage special famili life pressur parent joy remarriag,2022,57,"['comedy', 'documentation']",[],3.8
668,7 Prisoners,impoverish teen seek escap clutch human traffick must weigh live moral code struggl surviv,2021,93,"['drama', 'crime']",['BR'],7.1
669,He's All That,get reveng exboyfriend influenc attempt transform unpopular classmat prom king,2021,91,"['comedy', 'romance']",['US'],4.3
670,Robin Robin,bird rais mice begin question belong set dare journey selfdiscoveri,2021,30,"['animation', 'action', 'family', 'music', 'comedy']",['GB'],7.2
671,Prayers for the Stolen,life town war seen eye three young girl path adolesc,2021,110,['drama'],"['BR', 'DE', 'QA', 'MX', 'US', 'CH', 'AR']",7.3
672,Aziz Ansari: Nightclub Comedian,anoth year lockdown aziz take stage skewer pandem life quarantin vaccin card celebr sidegig smartphon,2022,29,['comedy'],['US'],7.0
673,Kuttavum Shikshayum,fivememb kerala polic use best polic skill go rajasthan nab gang behind jewelleri shop theft,2022,136,"['crime', 'drama', 'thriller', 'action']",['IN'],6.2
674,The House,across differ era poor famili anxious develop fedup landladi becom tie mysteri hous anim dark comedi,2022,31,"['thriller', 'animation', 'comedy', 'drama', 'horror', 'fantasy']",['GB'],6.9
675,The Royal Treatment,isabella run salon isn't afraid speak mind princ thoma run countri marri duti rather love izzi fellow stylist get opportun lifetim hair royal wed princ thoma learn take control destini requir follow heart,2022,96,"['romance', 'comedy', 'family']",['US'],5.2
676,Schumacher,exclus interview archiv footag documentari trace intim portrait seventim formula  champion michael schumach,2021,112,"['sport', 'documentation']",['DE'],7.4
677,There's Someone Inside Your House,countdown graduat begin student osborn high stalk maniac intent expos darkest secret entir town terror victim wear lifelik mask face mysteri past makani friend must discov killer ident becom victim,2021,96,"['horror', 'thriller']",['US'],4.8
678,Stowaway,threeperson crew mission mar face imposs choic unplan passeng jeopard live everyon board,2021,117,"['thriller', 'action', 'scifi', 'drama']","['DE', 'US']",5.6
679,Ali Wong: Don Wong,comedian writer actress ali wong return netflix third origin comedi special wong time valentin day ali reveal wildest fantasi challeng monogami realli feel singl peopl film count basi theater new jersey,2022,59,['comedy'],['US'],6.5
680,Jimmy Carr: His Dark Material,jimmi carr find humor darkest place standup special featur dri sardon wit — joke call career ender,2021,59,['comedy'],['GB'],7.1
681,Paul Virzi: Nocturnal Admissions,comedian paul virzi take stage spill awkward drugstor run obsess crime show wife sabotag fit goal,2022,65,['comedy'],[],7.1
682,Sweet Girl,devast husband vow bring justic peopl respons wife death protect famili left daughter,2021,110,"['action', 'drama', 'thriller']",['US'],5.5
683,Minnal Murali,tailor gain special power struck lightn must take unexpect foe becom superhero hometown kerala need,2021,158,"['comedy', 'action', 'drama', 'fantasy', 'scifi']",['IN'],8.1
684,Seaspiracy,passion ocean life filmmak set document harm human marin speci — uncov alarm global conspiraci,2021,89,['documentation'],['US'],8.1
685,Viraata Parvam,vennela fallen aranya aka ravanna poetri man happen set arduous journey,2022,150,"['romance', 'action', 'drama']",['IN'],8.0
686,Collision,cours one fate day corrupt businessman socialit wife race save daughter notori crime lord,2022,99,"['drama', 'crime', 'thriller']",['ZA'],3.9
687,Operation Romeo,aditya sharma neha kasliw relationship find challeng one night they'r date get harass dead night two men pose policemen night chang cours relationship,2022,135,"['drama', 'thriller']",['IN'],6.2
688,Pray Away, five men struggl gay evangel church start bibl studi help leav homosexu lifestyl quick receiv  letter peopl ask help formal exodus intern largest controversi convers therapi organ world leader struggl secret “samesex attractions” never went away year christian superstar religi right mani men women come lgbtq disavow movement help start focus dramat journey former convers therapi leader current member survivor pray away chronicl “ex gay movement rise power persist influenc profound harm caus,2021,101,['documentation'],['US'],6.5
689,Moxie,inspir mom rebelli past confid new friend shi  publish anonym zine call sexism school,2021,111,"['music', 'comedy', 'drama']",['US'],6.7
690,Wish Dragon,determin teen din long reconnect childhood best friend meet wishgrant dragon show magic possibl,2021,99,"['fantasy', 'animation', 'family', 'comedy', 'romance']","['US', 'CN']",7.2
691,Silverton Siege,fail sabotag mission trio antiapartheid freedom fighter end tens bank hostag situat base true stori,2022,100,"['action', 'crime', 'drama', 'thriller']",['ZA'],6.2
692,Jaadugar,smalltim magician zero interest footbal must lead local team final tournament wish marri love life,2022,167,"['drama', 'fantasy', 'romance', 'sport', 'comedy']",['IN'],7.3
693,Good on Paper,year put career ahead love standup comic andrea singer stumbl upon perfect guy paper check box everyth appear,2021,92,"['comedy', 'romance']",['US'],5.6
694,Finding ʻOhana,two brooklyn sibl summer rural oahu town take excit turn journal point longlost treasur set adventur lead reconnect hawaiian heritag,2021,123,"['action', 'comedy', 'family']",['US'],6.1
695,Bruised,jacki justic mix martial art fighter leav sport disgrac luck simmer rage regret year fight shes coax brutal underground fight manag boyfriend desi grab attent fight leagu promot promis jacki life back octagon road redempt becom unexpect person manni  son gave infant  show doorstep triumphant stori fighter reclaim power ring everyon count,2021,129,"['drama', 'sport', 'thriller']","['GB', 'US']",6.1
696,Green Snake,tri free sister fahai clutch xiao qing wind dystopian citi meet mysteri man cant recal past life,2021,131,"['fantasy', 'animation', 'action']",['CN'],6.8
697,Hilda and the Mountain King,hilda wake bodi troll must use wit courag get back home becom human — save citi trolberg,2021,85,"['fantasy', 'family', 'animation', 'comedy', 'drama']","['CA', 'GB']",7.7
698,Procession,six men sexual abus cathol clergi boy find empower creat short film inspir trauma,2021,118,['documentation'],['US'],7.2
699,Diana: The Musical,princess thrust onto world stage tabloid media captiv beauti vulner globe celebr monarchi disrupt stori princess woman modern age struggl endur spotlight brighter world ever known,2021,117,"['history', 'music', 'romance', 'drama']",['US'],4.2
700,Ben & Jody,two best friend band togeth group villag fight back treacher illeg logger attempt take away land,2022,114,"['action', 'thriller', 'drama', 'fantasy']",['ID'],5.4
701,The Wasteland,lucía son live isol societi flat place there practic life small famili unit form mother son hard ever receiv visitor goal lead quiet exist first succeed appear mysteri violent creatur start stalk small hous put relationship unit test,2022,91,"['thriller', 'horror', 'drama']",['ES'],4.6
702,David Spade: Nothing Personal,david spade riff humili doctor visit lemur season paradis fall clickbait one selfi never get right,2022,66,"['comedy', 'documentation']",[],5.8
703,Shiny_Flakes: The Teenage Drug Lord,max reveal built drug empir childhood bedroom teen real stori behind seri sell drug onlin fast,2021,96,"['documentation', 'crime']",['DE'],7.3
704,A Cop Movie,documentari walk line fact fiction delv corrupt mexican polic experi two offic,2021,107,"['drama', 'crime', 'thriller', 'documentation', 'action']",['MX'],7.0
705,Untold: Malice at the Palace,key figur infam novemb   incid player fan nba game michigan discuss fight fallout last legaci,2021,69,"['crime', 'documentation', 'sport']",['US'],7.5
706,Django & Django,homag italian director sergio corbucci  contemporari director quentin tarantino recount memor period italian cinema sensibl today,2021,80,['documentation'],[],6.9
707,A Classic Horror Story,five peopl travel camper crash tree recov road drive replac impenetr forest wooden hous,2021,95,"['horror', 'thriller', 'drama']",['IT'],
708,Photocopier,photo parti caus lose scholarship student investig whether someth devast happen night,2021,130,"['drama', 'thriller', 'crime']",['ID'],6.7
709,Afterlife of the Party,social butterfli die birthday week given second chanc right wrong earth,2021,109,"['fantasy', 'romance', 'comedy', 'drama']",['US'],5.8
710,F3: Fun and Frustration,venki varun yadav ordinari guy ordinari live struggl money one day hear wealthi industrialist vijayanagaram look heir happen venki varun gang arriv doorstep pretend heir,2022,148,"['comedy', 'romance', 'family']",['IN'],5.5
711,A Farewell to Ozark,jason bateman laura linney cast member open show charact creator plus theyll miss,2022,31,['documentation'],['US'],
712,Stand Out: An LGBTQ+ Celebration,group lgbtq comedian get togeth celebr brand queer comedi legend headlin emerg talent perform greek theatr unforgett queer standup event,2022,96,"['comedy', 'documentation']",[],5.9
713,Dirty Daddy: The Bob Saget Tribute,bob saget friend famili honor late comedian night laughter music jim carrey chris rock jeff ross john stamo,2022,83,['comedy'],['US'],6.6
714,Riverdance: The Animated Adventure,young irish boy name keegan spanish girl name moya journey magic world megalocero giganteus teach appreci riverd celebr life base stage show phenomenon name featur bill whelan multiplatinum grammi awardwin music,2021,86,"['animation', 'comedy', 'fantasy']",['CA'],5.4
715,Mandela,underprivileg hairdress becom game changer local bodi elect villag cast polit rule roost abl bring chang peopl live,2021,144,"['comedy', 'drama']",['IN'],
716,My Best Friend Anne Frank,base reallif friendship ann frank hannah goslar nazioccupi amsterdam harrow reunion concentr camp,2021,103,['drama'],['NL'],6.2
717,Thar,mysteri stranger arriv villag situat thar desert cross path veteran cop investig case brutal kill,2022,108,"['action', 'thriller', 'drama', 'crime', 'western']",['IN'],6.1
718,Without Saying Goodbye,opposit live workahol architect fieri artist upend chanc encount breathtak peru shift view life,2022,96,"['romance', 'comedy']","['ES', 'PE']",5.7
719,Kingdom: Ashin of the North,tragedi betray mysteri discoveri fuel woman vengeanc loss tribe famili special episod kingdom,2021,92,"['fantasy', 'horror', 'thriller', 'action', 'drama']",['KR'],7.2
720,My Father's Violin,share grief connect music orphan girl bond emot aloof success violinist uncl,2022,112,"['drama', 'music']",['TR'],6.4
721,Love and Leashes,love never hurt good two cowork enter contractu relationship partner consensu play pleasur pain,2022,118,"['comedy', 'romance']",['KR'],6.3
722,Marmaduke,legendari dog trainer believ transform marmaduk undisciplin lovabl dog first great dane win world dog championship,2022,88,"['animation', 'comedy', 'family']","['CA', 'US']",4.8
723,Nate Bargatze: The Greatest Average American,tennesseeborn comedian actor podcast host nate bargatz back second hourlong netflix origin comedi special nate bargatz greatest averag american nate reflect part oregon trail generat meet wife work applebe hilari relat moment father husband,2021,60,['comedy'],['US'],7.3
724,The Privilege,wealthi teen friend attend elit privat school uncov dark conspiraci look seri strang supernatur event,2022,107,"['scifi', 'thriller', 'drama', 'horror']",['DE'],4.6
725,More the Merrier,multipl stori oscil world coupl relationship difficult separ sex love,2021,112,"['romance', 'comedy']",['ES'],5.4
726,Trees of Peace,april  four women differ background belief trap hide rwandan genocid fight surviv odd unit women unbreak sisterhood,2021,97,['drama'],['US'],6.4
727,Two Distant Strangers,man tri get home dog get stuck time loop forc reliv dead runin cop,2021,32,['drama'],['US'],
728,Badhaai Do,gay cop lesbian teacher enter sham marriag pacifi famili find relationship — real fake — arent easi,2022,147,"['comedy', 'drama', 'crime']",['IN'],7.1
729,Jane Fonda & Lily Tomlin: Ladies Night Live,jane fonda lili tomlin host icon celebr women comedi standup set cristela alonzo margaret cho michell buteau,2022,60,"['comedy', 'documentation']",['US'],5.5
730,Mixtape,eve  orphan  bever discov broken mixtap craft teen parent rais grandmoth  struggl talk late daughter  bever see mixtap chanc final learn parent,2021,94,"['comedy', 'family', 'drama', 'romance']",['US'],6.6
731,Britney vs. Spears,journalist jenni eliscu filmmak erin lee carr investig britney spear fight freedom way exclus interview confidenti evid,2021,93,"['documentation', 'music']",['US'],6.4
732,Deadly Illusions,bestsel femal novelist suffer writer block hire innoc young woman watch twin children novelist danger indulg new best seller line life shes write one shes live becom blur,2021,114,['thriller'],['US'],
733,Ranveer vs Wild with Bear Grylls,click interact special help superstar ranveer singh adventur bear gryll brave serbian wilder find rare flower,2022,70,['documentation'],['IN'],7.3
734,Dear Friend,four close friend live togeth bangalor friendship fill fun humor quick chang grip mysteri keep spectat edg seat leav mix feel,2022,118,"['comedy', 'drama', 'romance']",['IN'],5.9
735,Marilyn's Eyes,clara diego guidanc psychiatrist day rehabilit center disturb peopl attend decid transform treatment center restaur involv companion,2021,110,"['comedy', 'drama']",['IT'],6.6
736,Prey,hike trip wild turn desper bid surviv five friend run mysteri shooter,2021,87,"['drama', 'thriller']",['DE'],4.3
737,Misha and the Wolves,woman holocaust memoir take world storm fallout publisherturneddetect reveal stori audaci decept creat hide darker truth,2021,90,"['documentation', 'drama']","['BE', 'GB', 'DE']",6.7
738,The Kissing Booth 3,it summer ell head colleg secret decis make ell accept harvard boyfriend noah matricul also berkeley bff lee head decid stay,2021,112,"['romance', 'comedy']","['ZA', 'GB', 'US']",4.7
739,The Loud House Movie,loud famili travel scotland discov descend scottish royalti move giant ancestr castl,2021,83,"['comedy', 'action', 'family', 'animation', 'fantasy', 'drama', 'music', 'thriller']",['US'],6.1
740,Fever Dream,tell haunt stori broken soul toxin loom environment spiritu catastroph tie bind parent child,2021,93,"['drama', 'horror', 'thriller']","['CL', 'PE']",5.4
741,Blue Miracle,save cashstrap orphanag guardian kid partner washedup boat captain chanc win lucrat fish competit,2021,95,"['family', 'action', 'drama']","['MX', 'US']",6.6
742,Home2Home, tell stori denni kail travel  km  mile  countri  contin circumnavig planet  day bicycl  first bike journey ever question make happi without experi bike travel  germani jump deep end simpli set  alway head east,2022,110,"['documentation', 'action', 'european']",['DE'],7.9
743,83, june  lord cricket ground wit one biggest underdog stori histori sport fourteen inspir player  led man selfbelief convict  fought odd orchestr india greatest sport triumph beat twotim world champion west indi,2021,163,"['drama', 'history', 'sport']",['IN'],7.5
744,Rurouni Kenshin: The Beginning,protector kenshin fearsom assassin known battosai meet gentl tomo yukishiro beauti young woman carri huge burden heart life chang forev,2021,138,"['action', 'drama']",['JP'],7.4
745,Honeymoon With My Mother,josé lui jilt altar everyth bright side goe honeymoon mother trip discov doesnt know mother love,2022,110,['comedy'],['ES'],5.8
746,Death to 2021,comed retrospect mix archiv footag script sketch revisit dread — occasion delight —  offer,2021,60,['comedy'],"['GB', 'US']",6.3
747,"Vengeance Is Mine, All Others Pay Cash",ajo kawir fighter fear noth even death rage urg fight driven secret impot cross path tough femal fighter name iteung ajo get beaten black blue also fall head heel love ajo path lead happi life iteung eventu peac mind,2021,114,"['romance', 'drama', 'action', 'comedy']",['ID'],7.0
748,The Getaway King,action crime comedi set last day communism poland stori folkhero thief escap  time cop naymro live term system love collaps berlin wall chang everyth,2021,100,"['drama', 'action', 'comedy', 'crime']",['PL'],6.5
749,Yaksha: Ruthless Operations,nicknam humandevour spirit ruthless leader oversea black op team take danger mission citi riddl spi,2022,125,"['action', 'crime', 'thriller']",['KR'],6.2
750,Outside the Wire,near futur drone pilot sent dead militar zone must work android offic locat doomsday devic,2021,116,"['action', 'scifi', 'thriller', 'fantasy']",['US'],5.4
751,Civil: Ben Crump,intim vérité look follow life maverick civil right attorney ben crump challeng america come term owe clients—includ famili georg floyd breonna taylor direct produc awardwin filmmak nadia hallgren becom maria show produc kenya barri roger ross william lauren cioffi,2022,101,['documentation'],[],5.4
752,The Minimalists: Less Is Now,theyv built movement minim longtim friend joshua field millburn ryan nicodemus share live better less,2021,53,['documentation'],['US'],5.9
753,The Devil Below,group four amateur adventur special explor remot forsaken place pay visit shookum hill town remot appalachian mountain abandon decad ago due mysteri coal mine fire,2021,89,"['horror', 'thriller']",['US'],4.2
754,The Seventh Day,renown exorcist team rooki priest first day train plung deeper hell earth line good evil blur demon emerg,2021,87,['horror'],['US'],4.5
755,Extinct,op ed two ador donutshap anim  flummel  accident timetravel  modernday shanghai  discov traffic tran fat worst flummel extinct bumbl pair save speciesand mayb chang cours histori,2021,85,"['animation', 'comedy', 'family', 'action']","['CA', 'CN', 'US']",5.4
756,The Fable: The Killer Who Doesn't Kill,akira legendari killer known fabl follow order boss due overwork live peac partner yoko ordinari sibl akira still work parttim design compani octopus ceo takoda employe misaki ceo takoda misaki unawar akira background assassin  meanwhil utsubo repres npo utsubo work contract killer suzuki set peopl extort purpos target someon design compani octopus,2021,132,"['action', 'comedy', 'thriller']",['JP'],6.8
757,Rurouni Kenshin: The Final, kenshin alli face strongest enemi yet former brotherinlaw enishi yukishiro minion whove vow reveng,2021,139,"['drama', 'action']",['JP'],7.2
758,Bruna Louise: Demolition,date game comedian bruna louis master art terribl relationship — turn hilari joke,2022,65,"['comedy', 'documentation']",['BR'],4.5
759,Prophetess,ajok local spiritualist make bogus predict footbal match set chain event escal beyond control life threaten sever aggriev parti enlist help twin sister save,2021,144,"['drama', 'comedy']",[],6.8
760,To All the Boys: Always and Forever,senior year high school take center stage lara jean return famili trip korea consid colleg plan — without peter,2021,115,"['romance', 'comedy', 'drama']",['US'],6.3
761,100 días con la Tata,pandem actor miguel ángel muñoz document  day live tini flat belov tata  becom instagram star  netflix,2021,82,"['documentation', 'family']",[],7.9
762,Aileen Wuornos: American Boogeywoman,base aileen wuornoss earli life america notori femal serial killer back  young aileen arriv florida search new life help escap tragic past marri wealthi yacht club presid chanc start part florida high societi torment inner angel surrend murder impuls wreak havoc peac communiti deland florida,2021,85,"['thriller', 'drama', 'horror']",['US'],3.7
763,Tall Girl 2,jodi kreyman gain popular miscommun start caus rift around realli need stand tall,2022,97,"['comedy', 'romance', 'drama', 'family']",['US'],4.7
764,Nobody Sleeps in the Woods Tonight 2,someth horribl happen survivor bloodi massacr insecur rooki cop must overcom fear stop carnag,2021,97,"['horror', 'thriller', 'comedy']",['PL'],3.9
765,Chip and Potato: Chip's Holiday,fall coconut put damper chip potato pugtast vacat help friend tamarin new friend hatch plan get puggi good sleep,2022,24,"['family', 'animation']",['CA'],
766,A Week Away,nowher left go hawkin find camp first time instinct run find friend father figur even girl awaken heart final find home,2021,94,"['drama', 'family', 'romance']",['US'],5.7
767,Jana Gana Mana,ramanagara wake seri event shock entir nation crisi two individu two differ perspect law justic interven defin truth,2022,161,"['drama', 'thriller', 'crime']",['IN'],8.3
768,Single All the Way,desper avoid famili judgment perpetu singl status peter convinc best friend nick join holiday pretend they'r relationship peter mother set blind date handsom trainer jame plan goe awri,2021,99,"['romance', 'comedy', 'drama']",['CA'],6.1
769,Dhamaka,cynic extv news anchor get alarm call radio show see chanc career comeback — may cost conscienc,2021,104,"['thriller', 'crime', 'drama', 'action']",['IN'],7.2
770,The River Runner,legendari kayak scott lindgren attempt complet extrem unpreced whitewat expedit  brain tumor derail goal sink dark trauma discov heal like expedit destin journey,2021,86,"['documentation', 'action']",[],6.9
771,Monster,stori steve harmon  honor student whose world come crash around charg feloni murder,2021,98,"['drama', 'crime']","['CA', 'US']",6.5
772,Never Back Down: Revolt,woman kidnap forc compet elit underground fight battl way freedom,2021,89,"['action', 'crime', 'drama', 'sport']",['US'],4.0
773,Untold: Breaking Point,pressur continu win tradit american tenni mardi fish face mental health challeng chang life court,2021,79,"['documentation', 'sport']",['US'],7.6
774,Heart Parade,careerist warsaw like dog go kraków profession reason meet charm widow son fourleg pet,2022,108,"['comedy', 'romance']",['PL'],4.9
775,Pelé,backdrop turbul era brazil documentari captur pelé extraordinari path breakthrough talent nation hero mix rare archiv footag exclus interview documentari celebr legendari brazilian footbal personifi footbal art,2021,108,"['documentation', 'sport']",['GB'],7.0
776,Grudge,ahead promot polic chief becom entangl dead incid uncov intrigu fuel grudg threaten colleagu,2021,104,"['thriller', 'crime', 'drama']",['TR'],5.5
777,Brian Regan: On the Rocks,brian regan tackl big issu weigh includ age time obsess behavior backpack airplan ungrat hors raisin,2021,58,['comedy'],['US'],6.8
778,Penguin Bloom,unlik alli enter bloom famili world form injur babi magpi name penguin bird arriv make profound differ struggl famili life,2021,95,['drama'],"['AU', 'US']",6.8
779,Rita Moreno: Just a Girl Who Decided to Go for It,rita moreno defi humbl upbring relentless racism becom one select group emmi grammi oscar toni award seventi year career pave way hispanicamerican perform refus pigeonhol onedimension stereotyp,2021,90,['documentation'],['US'],7.7
780,Operation Varsity Blues: The College Admissions Scandal,examin goe beyond celebritydriven headlin dive method use rick singer man center shock  colleg admiss scandal persuad wealthi client cheat educ system alreadi design benefit privileg,2021,100,"['drama', 'documentation', 'crime']",['US'],6.9
781,A Stand Worthy of Men,comedi group friend get reunit help one find way major troubl situat get complic forc take trip coastal town,2021,120,"['drama', 'comedy']",[],7.2
